cust_id,state,checking,savings,primacy
725565,NY,8023.01,,True
216160,NY,3597.25,10.0,False
959862,OH,108.51,,False
351889,PA,157.95,743.24,False
241860,NY,3083.52,10.0,True
351912,CO,1948.05,10.0,True
173275,NY,4328.74,,True
980146,NY,956.3,10.0,False
179611,OH,8059.78,8357.93,True
381683,NY,1060.77,665.43,True
121714,NY,1248.65,10.0,True
311550,NY,891.27,4425.23,False
547022,NY,5929.58,10.0,True
524942,OH,3560.67,,True
101927,NY,5987.82,10.0,True
420814,PA,1199.58,10.0,True
120914,PA,1928.66,10.0,False
535100,NY,5101.74,3211.38,False
585701,OH,581.65,,False
566732,Other,1536.8,441.99,False
433141,OH,4746.99,,False
157472,NY,7652.05,1687.66,True
753195,Other,1893.52,3458.16,True
431772,OH,1054.78,,True
412189,NY,473.07,10.0,True
967763,NY,951.77,10.0,False
680649,Other,7331.87,6959.55,True
812983,OH,1296.45,4638.72,True
980651,OH,443.97,,False
252721,OH,3068.21,3756.15,True
226149,NY,455.28,2385.94,True
636254,OH,10876.46,4003.88,True
723865,OH,1134.91,,False
207962,WA,1363.12,,False
108618,NY,8721.65,874.96,True
864174,NY,212.14,10.0,False
139835,PA,3091.02,5783.06,False
197459,Other,1425.92,10.0,False
909127,NY,3648.21,,True
416919,NY,331.68,2514.19,False
508758,OH,1687.76,,True
435224,OH,203.44,,False
443453,Other,822.24,1652.92,True
604544,NY,2270.77,10.0,False
213643,NY,5078.65,7105.51,True
435449,NY,2061.47,10.0,True
120005,OH,1005.25,,False
270012,NY,5278.98,10.0,True
529100,NY,419.73,10.0,False
118162,OH,379.56,,False
192369,WA,5572.54,4947.28,True
195314,OH,1396.62,,False
498572,Other,4352.75,,True
990696,OH,2584.17,,False
823791,OH,577.36,,False
124275,OH,1097.24,4176.94,False
830572,NY,432.84,,False
835113,OH,699.57,3455.18,False
744550,OH,673.8,10.0,True
605332,NY,3796.99,5461.09,True
554590,Other,712.96,10.0,False
980700,Other,7149.35,,True
330181,PA,535.04,10.0,False
656627,Other,3235.63,10.0,True
105133,OH,1086.76,10.0,False
515151,OH,453.26,10.0,False
506663,NY,2154.05,,False
581163,OH,1402.58,3643.6,False
987438,OH,546.9,,True
415736,WA,7713.98,957.56,True
222369,WA,3697.56,10.0,True
510971,OH,9294.78,,True
404246,Other,872.31,,False
153035,OH,2490.74,5046.36,True
232101,OH,4465.76,1835.99,True
538204,NY,1824.26,1617.85,True
292201,OH,2586.61,10.0,False
269488,NY,10459.91,,True
924735,Other,654.45,496.24,False
276241,NY,96.62,,False
795117,NY,15.24,10.0,False
216148,CO,1090.17,,False
559336,CO,731.57,4199.28,False
622427,NY,3283.53,3462.0,True
524958,PA,436.83,,False
133863,CO,6875.8,7527.24,True
131273,OH,1024.76,,False
155109,Other,3910.54,,False
787917,WA,8850.72,,True
393928,NY,3244.49,492.44,False
379183,NY,5726.11,10.0,True
897565,CO,6545.48,3791.79,True
300951,OH,849.99,,True
158441,NY,315.32,,False
388745,PA,12084.47,7748.19,True
249583,NY,2756.24,,True
606523,NY,714.09,10.0,True
244545,OH,855.59,,False
923704,OH,1856.17,3659.15,False
173495,NY,472.7,2322.15,True
443971,PA,848.21,10.0,False
549087,NY,39.02,10.0,False
841118,NY,1806.25,,False
495460,OH,1834.45,,False
243668,WA,1998.02,,False
985866,PA,1539.59,,False
591160,NY,2004.39,10.0,True
999708,NY,1090.7,10.0,True
762525,NY,1762.02,4572.53,True
952301,NY,832.66,3350.44,False
283170,Other,1274.08,833.86,False
162584,OH,2225.87,10.0,False
947540,NY,1227.23,10.0,False
742748,Other,2177.51,10.0,False
240279,OH,1317.58,,False
685948,OH,1459.04,2100.47,True
598583,NY,1442.75,10.0,False
982678,CO,6092.37,6040.52,False
156006,OH,8629.73,,True
395757,Other,1522.01,1885.47,False
210998,Other,268.66,10.0,False
477240,NY,2683.71,,True
928655,NY,1748.96,,False
753876,NY,2383.72,477.04,True
469757,OH,3392.65,10.0,True
398502,Other,2697.17,,True
337673,NY,1206.74,,False
271542,WA,913.16,,False
744917,OH,4598.58,10.0,True
992317,NY,1050.53,235.69,True
499468,OH,1196.62,4841.48,False
416508,Other,5414.43,4429.74,True
620057,NY,1828.71,,True
337333,OH,7830.5,4842.0,True
223803,NY,2664.01,10.0,False
669061,NY,653.25,,False
297785,NY,887.33,,False
942755,NY,294.33,10.0,False
527387,NY,1321.78,,False
230901,OH,350.05,2263.97,False
754937,PA,727.01,10.0,False
691118,NY,4891.13,5754.68,True
546380,PA,1885.74,3415.8,False
439411,Other,3708.86,,True
710063,OH,540.13,10.0,True
549586,NY,477.37,10.0,False
750783,OH,1983.28,1434.41,True
921008,OH,717.78,1306.46,False
792212,OH,2331.26,10.0,True
415487,OH,3350.14,149.51,False
903012,Other,2042.15,5920.32,False
231974,NY,3.06,10.0,False
933825,OH,947.96,5383.88,False
841415,OH,3477.42,,True
325103,OH,91.66,3263.37,False
999902,WA,1447.49,10.0,True
561214,OH,3984.66,4666.1,True
474617,OH,2085.98,10.0,True
632603,OH,2923.17,4758.17,True
912936,OH,5683.71,,True
922544,NY,151.22,1516.16,False
396970,Other,1267.41,3306.94,False
912631,NY,3708.42,,True
318094,NY,1406.5,,False
816162,NY,4500.61,4988.46,True
732232,NY,2330.76,251.77,False
195381,OH,6534.06,1682.85,True
921915,NY,1117.95,2868.34,False
885810,OH,635.39,295.62,False
798053,OH,323.03,,False
928470,WA,537.44,,False
477789,Other,5267.04,5480.32,True
407580,OH,1332.57,10.0,True
439303,NY,34.91,4913.36,False
143747,OH,1046.43,,False
306501,Other,1919.18,,False
617550,NY,331.05,4748.04,False
741384,OH,309.57,10.0,False
444853,Other,977.34,10.0,False
334032,OH,5212.43,3015.66,False
938452,Other,21002.32,,True
464298,NY,147.65,10.0,False
260508,NY,3903.23,419.2,False
859582,NY,1834.94,10.0,False
920568,Other,478.87,10.0,True
282483,NY,2043.47,3809.44,False
692981,PA,648.83,617.37,False
954892,OH,4697.04,,True
922856,NY,209.85,4636.85,False
163221,OH,1612.57,2610.41,True
821336,OH,2417.11,10.0,True
431953,PA,1543.99,10.0,False
514199,OH,3360.34,5302.46,True
495095,Other,394.4,4656.13,True
430419,OH,815.82,,False
555510,NY,3070.27,5662.64,True
249349,WA,467.84,10.0,True
254828,NY,10930.83,8855.31,True
168101,OH,707.27,,False
572608,CO,1039.41,,True
515494,Other,759.82,,False
118499,NY,3087.6,,True
411754,NY,211.98,10.0,False
136492,WA,4361.37,,True
507395,Other,1456.02,825.5,True
957117,NY,3649.5,2335.53,True
424589,Other,1107.21,629.72,False
381833,NY,2709.31,,True
855957,PA,612.56,,False
585601,NY,3459.4,,True
484691,WA,1763.53,10.0,True
172071,Other,334.8,,True
117344,NY,1976.95,10.0,False
342310,Other,687.2,99.04,False
400281,NY,4954.15,4655.77,True
347931,OH,2422.22,353.84,False
807325,PA,690.95,10.0,True
382350,Other,356.97,,False
219103,WA,1001.5,3192.85,False
816390,NY,3192.02,,True
792254,OH,495.41,10.0,False
883592,OH,87.33,78.76,False
708151,WA,233.23,2156.22,False
712238,Other,1843.92,5413.39,False
596529,WA,187.19,467.14,False
750266,OH,812.14,10.0,False
526424,Other,6094.85,,True
465742,Other,6820.29,6812.55,True
896637,Other,373.2,10.0,False
192822,Other,1568.47,10.0,False
862985,OH,2368.18,10.0,False
841045,OH,473.87,,False
676918,NY,2329.07,,True
570551,CO,931.32,858.98,False
138125,NY,131.26,,False
672528,OH,4190.2,1515.82,True
210946,WA,588.88,1649.16,False
290040,NY,210.43,,True
168668,Other,516.46,4399.44,False
397429,Other,2645.73,10.0,False
584733,NY,283.51,,False
109283,Other,960.45,10.0,False
577953,Other,1509.16,,False
542332,Other,830.33,,True
965797,NY,750.29,,True
806043,NY,5397.55,4982.64,True
705175,PA,4725.79,4333.85,True
561258,OH,2924.0,2830.03,True
865711,OH,695.22,4618.91,False
213137,OH,1280.21,,True
298204,OH,481.66,322.49,False
779064,NY,1086.89,,True
842501,NY,1803.67,2717.61,True
592654,OH,1710.37,5385.74,True
716820,NY,10348.88,,True
199040,PA,6021.83,,True
131052,OH,3933.73,6370.75,True
483618,NY,439.06,10.0,False
598715,OH,2.14,,False
545307,CO,1770.11,3865.92,False
195751,Other,329.06,,False
421841,Other,1131.36,2019.54,False
723074,OH,1994.01,5339.35,False
131526,OH,2011.75,10.0,False
740888,Other,607.73,10.0,False
830501,NY,231.54,,False
449164,PA,654.07,10.0,True
728996,OH,4338.9,1035.34,True
983907,CO,4784.81,1022.82,True
864689,CO,1809.24,,True
829242,OH,985.51,3340.37,True
470879,OH,5064.17,5667.78,False
733756,PA,2002.91,3924.83,True
901997,NY,7956.38,,True
880705,NY,5283.34,5231.26,False
740323,Other,35.48,,False
636141,NY,2240.49,6193.18,True
327636,WA,3207.68,,True
102501,OH,1632.33,4610.14,False
999717,OH,2610.02,1810.88,False
750691,PA,53.27,2141.04,False
835708,PA,3678.54,,True
292109,NY,6979.41,,True
640663,NY,629.45,,False
548390,NY,249.21,3754.92,False
704261,PA,4295.02,10.0,True
363070,NY,4761.87,242.21,False
790181,NY,3464.18,10.0,True
219658,OH,3549.1,10.0,True
607461,OH,7931.77,10.0,True
206702,NY,141.18,10.0,False
903812,Other,2986.2,,False
456773,NY,2854.46,,True
139404,WA,4206.13,3720.33,False
951944,CO,1156.49,10.0,False
473001,CO,1765.63,10.0,True
124512,PA,826.44,3106.38,False
524226,Other,716.59,10.0,False
102633,CO,4739.0,,True
539566,NY,527.59,10.0,True
691218,NY,211.08,,False
331256,OH,8324.1,,True
460216,OH,3514.34,,False
151081,NY,2033.88,1148.93,True
715855,NY,2179.33,10.0,False
955607,OH,250.99,,False
355200,WA,2304.27,3056.47,True
758769,PA,291.3,3182.31,False
390944,OH,4693.71,341.18,True
852835,NY,1170.12,,False
877278,WA,2646.18,4313.02,False
224106,OH,3843.62,5257.15,True
254449,NY,4283.47,10.0,True
544842,NY,182.11,10.0,False
869191,NY,4120.95,,True
821001,NY,2133.72,,True
835346,NY,1973.2,,False
407567,NY,4094.6,10.0,True
664302,OH,3266.93,5345.97,False
626981,NY,731.87,1405.48,False
938180,OH,6786.86,6443.52,True
140725,OH,1728.84,,True
166466,OH,2644.67,10.0,True
160087,NY,3874.21,10.0,True
322055,CO,653.5,,False
937271,OH,694.23,4946.54,True
830449,NY,2167.78,,True
174563,NY,1190.49,,True
144653,OH,58.08,,False
892838,NY,6483.19,,True
701733,OH,1398.71,10.0,True
612075,OH,1967.88,4737.99,False
214339,PA,370.22,5072.93,True
829862,Other,1517.66,,True
424322,Other,4134.12,,True
135988,OH,1298.63,,False
687844,NY,301.98,,False
246897,OH,4848.42,,True
283374,NY,576.99,10.0,False
561919,OH,59.74,10.0,False
495440,OH,4435.25,10.0,True
803723,NY,435.02,,False
437845,OH,2784.14,,True
596235,NY,3136.74,,True
607134,Other,8128.86,,True
917087,OH,724.94,17.15,False
553050,NY,364.27,,False
128252,CO,6492.35,2895.06,True
881309,WA,2576.42,10.0,True
539791,NY,525.81,3068.33,False
565252,OH,2324.04,,True
355446,CO,3353.94,10.0,False
633789,NY,163.9,10.0,False
538259,NY,366.3,3120.86,True
783831,NY,3665.65,4043.76,True
785696,NY,58.93,,False
354292,OH,1308.73,1295.25,False
393120,OH,696.26,,False
364925,NY,2169.64,2756.62,True
967015,PA,5217.59,,True
894914,OH,2617.39,4598.34,True
114794,CO,5356.15,4064.81,True
405714,OH,116.22,10.0,False
867849,Other,834.71,2070.17,True
838465,NY,1831.5,,True
800009,Other,4566.91,10.0,True
755060,Other,765.82,2456.86,False
173776,NY,741.28,4061.12,True
920847,NY,2962.88,,True
840388,PA,423.06,,False
615197,PA,5310.8,10.0,False
920307,NY,2431.31,10.0,True
566902,OH,4425.91,10.0,True
553511,OH,1647.52,,True
901021,OH,3577.86,10.0,True
935241,NY,314.83,,False
754330,WA,2723.28,2507.1,False
151207,Other,7615.42,10.0,True
162272,NY,1915.15,275.87,True
559830,NY,2089.6,797.22,True
338938,NY,1399.6,10.0,False
223964,WA,1.65,4330.45,False
672585,NY,287.88,,False
489751,NY,1004.86,10.0,False
783583,NY,3282.05,,True
395516,Other,1621.32,,True
584450,OH,9688.98,8484.43,True
496319,PA,1533.83,4824.69,False
626632,CO,3326.26,3549.28,True
970925,OH,4104.33,,True
159423,NY,2800.37,2043.3,True
970413,PA,1949.63,2371.54,False
816026,OH,364.19,382.05,False
724017,OH,5191.88,4051.6,True
385602,CO,449.47,4624.5,False
771973,OH,576.25,3047.64,False
543573,NY,2301.94,898.25,True
879741,Other,5045.4,2776.27,True
508058,PA,6171.52,10.0,True
333308,NY,191.32,,False
390967,NY,407.36,4541.58,False
735221,WA,397.28,505.8,False
797077,Other,1627.41,10.0,True
415495,NY,3580.38,,True
965360,OH,316.41,10.0,False
643507,CO,1314.21,10.0,False
362110,PA,2945.02,10.0,False
865207,OH,3177.35,,True
208560,WA,5575.8,,True
427277,NY,71.65,4588.21,False
986039,NY,2491.37,,True
645922,Other,6001.66,5880.15,True
515528,WA,5773.03,4948.05,True
338364,Other,1695.23,1133.99,False
506891,WA,14601.78,2840.08,True
509295,OH,1227.87,1574.96,False
228037,NY,1634.08,10.0,True
998451,WA,172.07,,False
933366,NY,564.01,5207.87,False
469208,OH,3594.41,6080.13,True
288699,OH,1731.8,10.0,True
745145,Other,369.04,10.0,False
150249,PA,1165.44,301.52,True
951037,Other,2009.33,4248.81,False
439073,OH,1267.47,2067.27,False
532759,NY,2298.17,,True
751166,OH,5075.87,6835.51,False
229717,CO,2140.79,,False
974109,NY,1047.14,,False
803771,CO,2268.2,,False
352903,WA,52.43,,False
762665,PA,5615.85,10.0,True
923644,Other,2620.05,,False
657748,Other,208.74,10.0,False
912788,NY,804.27,10.0,False
898334,PA,2124.6,,False
590616,Other,13096.71,,True
184930,NY,6810.45,858.8,True
556541,OH,209.25,573.67,False
253695,NY,5192.65,,False
611789,PA,828.15,,True
349413,Other,1207.71,254.31,False
963350,OH,201.76,10.0,False
191430,OH,2353.58,917.1,True
176749,OH,160.37,10.0,False
272859,Other,790.72,10.0,False
162628,NY,1727.24,,False
441321,PA,172.85,10.0,False
498946,NY,341.76,,False
525481,NY,1794.96,1282.49,False
867933,NY,6326.99,2719.62,True
776571,OH,1482.85,199.62,False
835262,CO,342.54,,False
817881,WA,562.06,5253.35,True
494099,CO,1408.89,10.0,True
359889,OH,40.8,,False
207509,WA,774.56,1794.2,False
618870,OH,3388.61,10.0,True
557410,PA,155.11,10.0,False
491838,CO,298.1,10.0,False
737582,OH,667.06,1710.4,False
615758,OH,3676.65,10.0,True
622560,NY,5237.25,10.0,False
844179,NY,2337.93,2002.79,True
599793,NY,1436.22,10.0,False
835765,PA,136.15,,False
796078,NY,3858.91,,True
759508,NY,884.08,10.0,False
492972,OH,4100.59,10.0,True
574739,OH,113.29,,False
659052,NY,9303.42,,True
182405,NY,1417.64,10.0,False
815504,NY,1471.85,5607.07,True
169589,NY,3951.65,7007.95,True
322732,OH,4161.29,,True
758159,Other,220.0,,False
199463,OH,1103.87,3843.16,False
642870,OH,9316.33,,True
160538,Other,632.01,10.0,False
949680,Other,9702.41,1693.09,True
923002,OH,5033.68,6853.02,True
130666,NY,350.54,4095.73,False
328490,NY,2483.22,3265.57,False
733913,NY,1343.14,3421.64,False
718009,OH,3118.98,,True
844456,PA,1050.18,351.97,False
584216,NY,528.45,,False
811014,OH,1835.9,10.0,False
713287,CO,1392.57,4162.45,True
857027,Other,2787.65,,False
343629,OH,1620.14,,False
135615,NY,1883.84,10.0,True
481404,NY,4057.55,3706.69,True
405411,OH,2105.49,,False
495720,NY,2421.99,10.0,True
335395,CO,3035.38,3658.05,False
670108,NY,1698.18,,False
818340,NY,8510.73,,True
927858,WA,4112.54,4937.06,True
157424,NY,1049.19,,True
171368,PA,586.17,,False
904647,OH,829.31,,True
296382,OH,12187.76,6738.69,True
184517,OH,3413.96,5316.22,True
198529,CO,1651.95,,False
429857,OH,3040.73,10.0,True
396842,Other,2358.18,931.94,False
219417,NY,4566.29,4180.07,False
180031,OH,2881.6,,True
771936,OH,850.0,,False
583533,OH,1468.41,5119.04,True
264207,OH,3709.12,201.21,False
228566,NY,11457.3,3028.62,True
233154,NY,7027.9,1527.89,True
893929,NY,5732.09,10.0,True
278457,OH,5117.69,,True
562687,NY,238.69,,False
962839,NY,2234.75,4162.75,True
441766,CO,301.21,10.0,False
126181,Other,125.84,,False
363639,NY,4704.53,10.0,True
209930,OH,600.7,1262.56,False
767626,NY,1205.78,3395.55,True
446732,WA,1117.0,10.0,False
803921,NY,1554.72,10.0,False
752150,OH,1215.72,3752.93,False
529893,CO,2588.14,5691.35,True
436089,PA,844.21,2725.1,True
578557,OH,1832.91,1250.86,False
127628,WA,501.97,710.72,False
961785,NY,787.91,,False
411580,OH,7270.84,5022.34,True
374558,OH,2044.76,10.0,True
531716,OH,785.16,,False
961328,NY,9514.12,2885.49,True
306779,OH,2521.6,,False
332745,Other,1510.91,1905.92,False
868238,NY,2939.08,1545.09,False
905395,Other,1969.45,10.0,False
726212,WA,4624.0,5716.14,True
879671,NY,10371.44,883.36,True
208277,NY,3572.29,10.0,True
254984,WA,784.33,,True
632526,NY,3425.21,10.0,False
753058,OH,8873.03,117.32,True
676154,Other,3928.32,6177.62,True
206761,Other,1080.1,10.0,True
218247,OH,988.38,3752.05,False
885052,Other,4286.6,1871.88,True
291889,NY,1723.08,,False
945583,NY,3346.31,10.0,False
994550,NY,569.31,2513.23,False
341830,WA,171.09,,False
286121,NY,393.75,1726.3,True
190184,NY,2208.04,10.0,True
172353,NY,930.26,10.0,False
752598,CO,998.31,10.0,False
153622,OH,2662.79,6265.09,False
652269,PA,2978.74,754.22,False
452458,NY,3217.74,,True
776483,OH,3240.38,10.0,True
858611,NY,471.04,10.0,False
